GeneID	absolute expression, parental strain t=0 (arbitrary units)	wt t=0	wt t=10	wt t=20	wt t=30	wt t=45	wt t=60	wt t=90	wt t=120	tfA-del t=0	tfA-del t=10	tfA-del t=20	tfA-del t=30	tfA-del t=45	tfA-del t=60	tfA-del t=90	tfA-del t=120	tfB-del t=0	tfB-del t=10	tfB-del t=20	tfB-del t=30	tfB-del t=45	tfB-del t=60	tfB-del t=90	tfB-del t=120	tfC-del t=0	tfC-del t=10	tfC-del t=20	tfC-del t=30	tfC-del t=45	tfC-del t=60	tfC-del t=90	tfC-del t=120
5000	7,157	0,000	0,326	0,274	0,281	0,335	0,720	0,732	1,336	0,440	0,771	0,808	0,783	0,474	0,490	1,211	1,351	-0,152	0,194	0,234	-0,085	-0,355	-0,061	-0,030	0,535	0,486	0,351	-0,083	-0,154	0,071	0,576	0,335	0,697
6277	3,042	0,000	0,180	0,816	0,644	0,409	0,824	0,680	0,655	-0,798	0,231	0,680	0,349	0,180	-0,283	0,189	0,306	-0,149	0,045	0,450	0,470	0,066	0,150	0,561	0,803	-0,051	-0,004	0,381	0,245	0,355	0,837	0,009	0,355
5879	0,335	0,000	0,431	0,417	0,111	-0,118	0,022	0,288	0,138	0,105	0,373	0,860	0,006	-0,087	-0,112	0,092	-0,130	0,154	0,402	0,245	0,125	-0,331	-0,244	0,010	-0,194	0,168	-0,003	0,494	-0,013	0,231	0,223	0,099	0,094
3367	6,581	0,000	0,331	0,957	0,761	0,233	0,633	0,889	1,014	0,194	0,292	1,231	0,431	0,542	0,290	0,786	0,865	0,050	0,318	0,548	0,193	0,083	-0,016	0,852	0,725	0,076	0,123	0,619	0,175	0,582	0,860	0,486	1,017
5844	15,85	0,000	-0,110	0,523	0,496	0,044	0,413	0,183	0,236	-0,288	0,315	0,919	0,470	0,468	0,402	0,494	0,344	-0,295	0,146	0,037	-0,118	-0,010	-0,006	0,299	-0,439	-0,306	-0,111	0,028	-0,203	0,248	0,281	0,079	0,158
0201	11,82	0,000	0,252	0,226	0,595	0,080	0,409	0,529	0,730	0,095	0,271	0,478	0,071	0,340	0,076	0,388	-0,013	-0,020	-0,064	0,362	0,034	0,003	-0,292	0,349	0,318	-0,152	-0,175	0,130	-0,329	0,241	0,508	-0,051	0,633
3792	11,58	0,000	0,127	-0,853	-0,807	0,252	0,142	-0,231	1,077	1,041	0,292	0,062	0,351	0,381	0,442	0,488	0,563	-0,526	-0,162	-0,148	-0,902	-0,556	-0,699	-0,496	-0,382	0,708	1,000	-0,148	-0,584	-0,463	-0,106	-0,729	-0,415
4204	0,376	0,000	0,482	0,606	1,032	0,708	0,747	0,921	1,102	0,168	0,243	0,175	-0,184	0,023	0,211	0,423	0,111	-0,202	0,080	0,269	0,035	-0,098	0,112	0,267	0,262	0,041	0,091	-0,038	-0,115	0,344	0,842	0,165	0,311
4647	6,063	0,000	0,556	0,821	0,938	0,761	0,798	0,919	1,117	0,349	0,366	1,077	0,400	0,595	0,386	0,655	0,327	0,048	0,144	0,421	0,318	0,442	-0,355	0,711	0,764	0,031	0,360	0,664	0,299	0,484	0,801	-0,038	0,759
0424	15,63	0,000	-0,047	0,550	0,651	0,510	0,525	0,383	0,286	-0,238	0,381	1,201	0,737	0,744	0,521	0,586	-0,123	-0,265	0,180	0,157	0,127	0,318	-0,384	0,290	-0,160	-0,202	0,201	0,241	0,119	0,377	0,358	-0,194	0,194
6933	8,27	0,000	0,338	0,701	0,808	0,626	0,699	0,793	0,924	0,293	0,429	0,986	0,678	0,567	0,026	0,676	0,258	-0,029	0,022	0,265	0,189	0,304	-0,280	0,630	0,793	-0,179	0,218	0,571	0,322	0,340	0,655	-0,103	0,862
3653	0,159	0,000	0,149	-0,111	0,112	0,013	0,136	-0,123	-0,024	0,037	-0,058	-0,235	0,038	0,079	0,175	0,020	-0,019	-0,057	-0,181	-0,061	0,001	-0,200	0,048	-0,174	0,105	-0,172	-0,009	-0,156	0,014	-0,006	0,253	-0,004	-0,072
8357	1,487	0,000	0,573	0,379	0,994	1,026	0,834	0,637	1,083	0,870	0,576	0,624	0,966	0,610	0,683	0,771	0,633	0,186	0,559	0,813	0,639	0,238	0,149	0,226	0,619	0,578	0,916	0,438	0,245	0,183	0,671	0,204	0,561
0094	0,173	0,000	0,041	-0,220	-0,001	0,057	0,050	-0,009	-0,052	-0,096	-0,130	-0,066	0,062	0,009	0,317	-0,007	0,131	-0,041	-0,064	-0,130	0,080	-0,124	-0,070	-0,068	-0,263	-0,084	-0,119	0,025	-0,017	0,020	0,209	0,138	-0,138
1782	0,225	0,000	0,228	0,419	0,593	0,295	0,274	0,306	0,373	0,231	0,216	0,584	0,313	0,181	0,112	0,245	0,281	-0,081	0,007	0,250	0,201	0,048	0,022	0,219	0,338	-0,044	0,116	0,082	0,240	0,102	0,324	0,034	0,229
7480	0,265	0,000	0,208	0,236	0,292	0,398	0,138	0,236	0,165	0,183	-0,135	0,358	0,117	0,095	0,446	0,165	0,086	0,041	0,253	0,318	0,142	0,112	0,180	0,119	0,196	-0,040	0,111	0,099	0,076	0,048	0,421	0,162	0,120
2039	6,634	0,000	-0,259	0,633	0,546	0,000	0,264	0,155	0,133	-0,410	0,074	1,089	0,402	0,432	0,324	0,548	0,559	-0,598	-0,010	0,020	-0,158	-0,158	-0,099	0,150	-0,368	-0,761	-0,180	0,028	-0,194	0,149	0,228	0,051	0,122
0373	18,18	0,000	0,050	0,446	0,633	0,173	0,440	0,431	0,644	-0,062	0,258	0,751	0,364	0,486	0,221	0,617	0,302	-0,132	0,044	0,231	0,000	-0,158	-0,204	0,396	0,117	-0,249	0,068	0,240	-0,141	0,315	0,454	0,196	0,360
6282	19,47	0,000	0,071	0,286	0,573	0,139	0,456	0,357	0,567	-0,195	0,344	0,806	0,112	0,407	0,183	0,523	-0,017	-0,147	-0,059	0,216	-0,197	0,134	-0,424	0,255	-0,161	-0,299	-0,016	0,252	-0,016	0,262	0,364	-0,054	0,322
5369	7,021	0,000	0,375	0,142	0,938	0,540	0,628	0,589	0,857	0,500	0,456	1,062	0,460	0,597	-0,094	0,718	0,306	0,144	0,253	0,608	-0,016	0,211	-0,414	0,720	0,697	0,136	0,276	0,517	0,208	0,429	0,653	0,157	0,484
5881	8,044	0,000	0,563	0,737	0,963	0,826	0,966	0,994	1,127	0,413	0,442	1,208	0,517	0,617	0,299	0,862	0,379	0,229	0,194	0,642	0,400	0,456	-0,210	0,919	0,946	0,141	0,375	0,852	0,353	0,559	0,778	0,311	0,633
7566	51,17	0,000	0,088	0,484	0,474	0,407	0,434	0,265	0,286	-0,051	0,336	0,989	0,521	0,595	0,394	0,508	-0,068	-0,209	0,150	0,157	0,028	0,338	-0,506	0,265	-0,124	-0,294	0,199	0,224	0,105	0,317	0,276	-0,307	0,060
3185	9,729	0,000	0,160	0,602	0,737	0,591	0,556	0,771	0,862	0,181	0,219	0,905	0,442	0,456	0,065	0,582	-0,036	-0,170	0,123	0,322	0,272	0,267	-0,294	0,521	0,857	-0,252	0,069	0,409	0,188	0,271	0,567	-0,132	0,671
6491	0,184	0,000	0,016	0,193	0,076	0,253	0,224	0,051	0,379	-0,073	0,060	0,219	0,157	-0,007	0,295	0,144	0,198	-0,098	-0,048	0,198	0,072	-0,019	0,158	0,006	0,234	-0,057	-0,059	-0,020	0,146	-0,062	0,181	0,279	0,279
1640	10,01	0,000	0,386	0,808	0,788	0,842	0,761	0,860	1,047	0,448	0,434	1,198	0,852	0,597	0,409	0,786	0,517	0,045	0,317	0,517	0,404	0,531	-0,517	0,806	0,732	0,066	0,324	0,548	0,238	0,550	0,727	0,267	0,963
2651	11,43	0,000	-0,017	0,704	0,653	0,519	0,567	0,377	0,342	-0,033	0,482	1,599	0,902	0,771	0,593	0,756	0,446	-0,366	0,324	0,204	0,342	0,370	-0,332	0,525	-0,207	-0,418	0,155	0,127	0,072	0,456	0,370	0,128	0,258
5845	11,68	0,000	0,223	0,671	0,662	0,671	0,615	0,749	0,889	0,219	0,311	1,089	0,747	0,346	0,097	0,548	0,385	-0,160	0,281	0,490	0,421	0,383	-0,124	0,599	0,646	-0,112	0,178	0,523	0,288	0,278	0,567	-0,006	0,680
9107	0,244	0,000	0,320	0,889	0,829	1,074	1,111	0,608	0,637	-0,348	0,329	1,949	0,756	0,417	0,231	0,116	0,506	0,149	0,521	0,701	0,154	0,599	-0,009	0,706	0,074	-0,331	0,715	0,000	0,783	0,595	0,932	0,309	0,834
7197	6,498	0,000	0,311	0,963	0,735	1,050	0,969	0,932	1,012	0,099	0,506	1,158	0,913	0,508	0,234	0,415	0,405	-0,174	0,370	0,699	0,798	0,669	0,383	0,826	0,573	0,062	0,480	0,646	0,699	0,610	0,941	0,308	0,819
2431	14,79	0,000	0,335	-0,136	0,311	0,388	0,295	0,127	0,048	-0,223	-0,801	-0,681	-0,154	-0,230	-0,141	-0,057	-0,383	-1,156	-0,640	-0,144	-0,556	-0,495	-0,637	-0,749	-0,122	-0,383	0,003	-0,404	-0,258	-0,858	-0,045	-0,453	-0,454
8480	8,436	0,000	0,236	0,056	0,295	0,546	0,685	0,548	1,191	1,014	0,637	1,029	0,971	0,490	0,900	1,139	1,293	-0,246	0,226	0,099	0,069	-0,682	-0,152	-0,178	0,320	0,392	0,648	-0,051	-0,079	-0,092	0,347	0,466	0,842
5258	0,217	0,000	0,141	0,285	0,234	0,346	0,411	0,324	0,265	-0,024	0,165	0,468	0,508	0,080	0,246	0,065	0,127	0,086	0,127	0,189	0,252	0,171	0,120	0,136	0,201	-0,094	0,088	0,171	0,286	0,149	0,300	0,226	0,211
4228	0,218	0,000	0,144	0,116	-0,010	0,188	0,054	-0,066	0,160	-0,023	0,010	0,020	0,019	-0,047	0,171	-0,070	0,152	0,020	0,308	0,062	0,016	0,031	0,007	-0,181	-0,006	-0,009	0,007	-0,156	-0,041	-0,119	0,160	0,047	-0,176
9051	0,401	0,000	-0,383	-0,233	-0,557	-0,238	-0,259	-0,305	-0,016	-0,388	-0,162	-0,583	-0,535	-0,650	0,014	0,139	0,157	-0,552	-0,141	-0,300	-0,258	-0,428	-0,102	-0,115	-0,080	-0,417	-0,439	-0,098	-0,511	-0,391	0,083	-0,037	0,160
6231	22,06	0,000	-0,394	-0,204	-0,633	-0,227	-0,547	-0,433	-0,327	-0,399	-0,818	-0,816	-0,923	-0,527	-0,176	-0,228	-0,569	0,127	-0,283	-0,329	-0,127	-0,417	-0,170	-0,229	-0,290	-0,524	-0,533	-0,269	-0,482	-0,110	-0,318	-0,494	-0,281
8458	19,08	0,000	-0,577	-0,387	-0,817	-0,556	-0,709	-0,730	-0,852	-0,880	-1,261	-0,797	-1,132	-0,858	-0,654	-0,418	-1,096	-0,874	-0,413	-0,699	-0,555	-0,713	-0,194	-0,531	-1,267	-0,343	-0,381	-0,151	-0,258	0,141	-0,385	-0,554	-0,059
2130	0,156	0,000	0,257	0,267	0,147	0,360	0,311	0,265	0,250	-0,017	0,102	0,229	0,228	0,234	0,269	0,311	0,233	0,204	0,219	0,208	0,165	0,116	0,180	0,271	0,550	0,106	0,122	0,069	0,162	0,079	0,216	0,102	0,095
1731	0,166	0,000	-0,273	0,245	-0,138	-0,048	-0,241	-0,116	0,089	-0,095	0,013	-0,239	-0,269	-0,171	-0,423	-0,183	0,109	0,340	0,567	0,550	0,434	0,386	0,109	0,349	0,771	0,322	-0,209	-0,010	0,019	0,099	0,037	-0,058	0,066
6020	0,158	0,000	0,181	0,366	-0,021	0,306	0,068	0,189	0,160	-0,070	-0,021	0,139	0,149	-0,029	0,171	0,072	0,112	0,276	0,142	0,223	0,258	0,163	0,278	0,123	0,434	0,139	-0,064	-0,009	0,099	-0,043	0,125	-0,064	0,069
1819	2,351	0,000	0,357	0,582	0,683	0,683	0,120	0,379	1,017	0,402	0,683	0,723	0,548	0,171	0,288	0,919	0,997	-0,352	0,398	0,472	0,571	0,117	0,404	0,687	0,932	-0,489	0,472	0,673	0,498	0,144	0,396	0,204	0,504
5978	2,371	0,000	0,240	-0,227	-0,026	0,318	0,262	0,130	1,178	1,020	0,653	0,894	1,423	0,744	0,759	0,930	1,165	0,037	0,128	-0,103	-0,075	-0,316	-0,268	-0,140	-0,050	0,969	1,318	0,344	0,120	-0,205	0,224	-0,144	0,563
1175	0,147	0,000	0,068	0,066	0,476	0,057	-0,184	-0,014	0,038	0,131	-0,017	0,226	0,171	0,042	0,342	0,122	0,086	-0,094	0,106	0,191	0,044	0,109	-0,055	0,144	0,071	0,031	0,025	0,060	0,178	0,051	0,322	0,165	-0,065
2475	0,141	0,000	0,366	0,117	-0,122	0,152	0,053	0,026	0,229	0,134	0,180	0,199	0,048	0,089	0,525	0,342	0,072	0,044	0,086	0,088	0,228	-0,041	0,039	0,106	0,007	0,252	0,158	0,431	0,051	0,003	0,320	0,180	-0,040
3006	0,182	0,000	0,109	0,102	0,292	0,252	0,213	0,194	0,288	0,208	0,099	0,571	0,375	0,196	0,324	0,183	0,292	-0,107	0,089	0,297	0,171	0,105	-0,054	0,141	0,347	-0,131	0,054	0,260	0,313	0,079	0,260	0,228	0,224
7569	0,182	0,000	0,074	0,213	0,199	-0,004	0,068	-0,011	0,112	0,342	0,032	0,508	0,243	0,120	0,199	0,038	0,131	0,023	0,117	0,178	0,019	-0,027	0,025	0,056	0,189	0,069	0,191	-0,001	0,176	-0,057	0,189	-0,021	-0,041
5069	0,904	0,000	0,373	0,801	-0,339	0,288	0,267	0,474	0,546	0,400	0,470	0,604	-0,210	-0,622	-0,296	-0,156	0,014	0,074	0,122	0,278	0,238	-0,100	0,116	0,213	0,381	-0,394	-0,040	-0,286	-0,208	-0,521	-0,233	-0,257	0,083
3444	0,809	0,000	0,133	0,364	-0,152	0,037	-0,205	-0,212	0,051	0,219	0,444	0,346	-0,130	-0,642	-0,241	-0,061	-0,023	-0,147	-0,167	0,035	0,045	-0,275	-0,048	0,050	0,624	-0,281	-0,016	-0,166	-0,162	-0,439	-0,161	-0,270	-0,139
4461	0,756	0,000	0,257	0,488	-0,554	-0,379	-0,590	-0,738	-0,409	-0,132	0,591	0,667	-0,315	-0,501	-0,516	-0,637	-0,429	-0,704	-0,230	-0,209	0,053	-0,103	-0,130	0,042	-0,383	-0,590	-0,209	-0,098	-0,456	-0,668	-0,690	-0,475	-0,404
6605	0,252	0,000	0,194	0,274	-0,083	0,095	-0,091	-0,034	-0,081	0,102	0,540	0,502	0,224	0,019	0,119	0,079	0,183	-0,003	0,241	0,257	0,322	0,258	0,313	0,234	0,423	-0,001	0,176	0,086	0,025	-0,006	-0,047	0,074	0,035
2390	0,137	0,000	0,128	0,150	0,042	0,053	0,059	0,109	0,173	0,116	0,089	0,255	0,204	0,106	0,262	0,009	0,157	0,086	0,060	0,105	0,089	0,037	0,077	0,074	0,146	0,077	0,119	0,086	0,103	0,059	0,062	0,045	0,056
8562	1,107	0,000	0,032	0,019	-0,440	-0,051	-0,653	-0,345	-0,027	-0,239	0,060	-0,209	-0,894	-1,010	-0,833	-0,619	-0,413	-0,651	-0,257	-0,227	-0,172	-0,440	-0,270	-0,227	0,165	-0,685	-0,577	-0,545	-0,758	-0,924	-0,535	-0,842	-0,484
8352	9,521	0,000	0,082	0,171	0,351	0,427	0,013	0,035	0,546	-0,089	0,252	0,446	0,274	0,109	0,097	0,458	0,529	-0,598	0,082	0,203	0,421	-0,052	0,340	0,292	0,554	-0,782	0,025	0,431	0,050	0,092	0,248	-0,016	0,264
8011	0,193	0,000	0,221	0,165	0,162	0,281	0,379	0,240	0,234	0,045	0,062	0,360	0,223	0,031	0,176	0,074	0,342	0,074	0,326	0,340	0,333	0,241	0,427	0,276	0,417	0,199	0,116	0,144	0,065	0,038	0,173	0,025	0,083
9262	8,358	0,000	0,160	-0,091	0,152	0,423	0,371	0,154	1,123	0,921	0,617	0,580	0,599	0,226	0,492	1,092	1,290	-0,658	0,163	-0,068	-0,106	-0,584	0,003	-0,234	0,201	-0,104	0,452	-0,107	-0,111	-0,141	0,272	0,028	0,723
1116	4,347	0,000	0,155	-0,198	-0,167	0,355	0,262	0,012	0,773	0,546	0,250	0,063	0,340	0,264	0,351	0,388	0,687	-0,467	0,362	0,392	0,264	-0,044	0,342	-0,131	0,158	0,209	1,114	0,502	0,076	-0,091	-0,059	-0,482	-0,395
7313	0,265	0,000	0,176	0,167	-0,048	0,324	0,346	0,527	0,824	0,409	0,103	-0,057	0,123	0,097	-0,014	0,309	0,336	0,082	0,421	0,488	0,184	0,162	0,486	0,336	0,529	0,540	0,506	-0,140	0,012	0,060	0,117	-0,009	0,189
0851	16,12	0,000	0,038	0,857	0,573	0,440	0,735	0,546	0,704	-1,101	0,353	0,671	0,236	0,290	-0,072	0,317	0,278	-0,467	0,407	0,506	0,278	0,591	0,617	0,633	0,525	-0,139	0,248	0,692	0,454	0,448	0,868	0,038	0,074
5932	1,344	0,000	0,208	0,176	-0,167	0,326	0,329	0,390	0,452	-0,019	-0,004	0,004	-0,479	-0,506	0,035	-0,007	0,149	0,373	0,690	0,610	0,114	-0,161	0,083	0,163	0,699	0,260	0,085	-0,066	-0,176	-0,202	0,293	-0,031	0,351
1573	0,161	0,000	0,017	0,048	0,031	-0,127	-0,165	-0,151	0,057	-0,037	-0,030	0,136	0,035	-0,183	-0,043	-0,066	-0,092	-0,143	-0,030	0,071	-0,052	-0,234	-0,095	-0,009	0,281	-0,131	0,056	-0,188	-0,102	-0,123	-0,045	-0,152	0,037
3675	0,14	0,000	-0,066	-0,148	0,097	-0,050	-0,138	-0,047	-0,076	-0,079	-0,077	0,160	0,112	-0,099	0,264	0,028	0,162	-0,259	-0,185	-0,091	-0,100	-0,112	-0,163	-0,026	0,355	0,019	-0,044	-0,116	0,105	-0,100	-0,223	-0,050	-0,006
2762	0,211	0,000	-0,099	0,138	0,233	-0,104	0,038	0,194	0,490	0,165	0,083	0,178	-0,234	-0,294	-0,280	-0,055	-0,144	-0,295	-0,188	-0,148	-0,253	-0,263	-0,069	-0,100	0,900	0,048	-0,187	-0,262	-0,176	-0,416	0,010	-0,094	-0,036
4119	0,497	0,000	-0,193	0,065	0,092	-0,126	-0,116	-0,198	-0,048	-0,217	-0,057	0,009	0,127	0,020	0,022	0,133	0,306	0,089	0,122	0,267	0,168	-0,092	0,119	0,108	0,125	0,041	-0,176	-0,214	-0,361	-0,172	0,285	-0,136	0,001
2243	0,234	0,000	0,409	0,759	0,786	0,628	0,517	0,508	0,946	0,274	0,550	1,419	0,941	0,502	0,468	0,889	1,014	0,157	0,470	0,599	0,715	0,045	0,580	1,014	1,241	0,264	0,250	0,546	0,685	0,571	0,776	0,637	1,083
1946	8,493	0,000	0,154	0,756	0,521	-0,144	0,357	0,565	0,660	-0,095	0,123	1,032	0,309	0,304	0,048	0,563	0,633	-0,073	0,170	0,342	0,154	-0,417	-0,325	0,593	0,333	-0,163	-0,136	0,383	0,125	0,252	0,446	0,299	0,680
8984	2,537	0,000	0,523	0,756	0,921	1,044	0,466	0,657	1,191	0,373	0,801	0,860	0,803	0,657	0,550	1,241	1,290	-0,280	0,586	0,791	0,876	0,554	1,003	1,062	1,188	-0,352	0,580	1,108	0,715	0,642	0,635	0,517	1,012
0977	0,179	0,000	0,130	0,241	0,109	-0,010	-0,061	0,007	0,432	0,383	0,114	0,429	0,170	0,056	-0,128	0,039	0,014	0,088	0,012	0,346	0,120	0,201	0,241	0,219	0,498	0,150	0,019	0,141	0,006	-0,289	-0,033	0,059	0,060
8376	5,365	0,000	0,271	-0,261	-0,058	0,525	0,175	-0,124	0,571	0,402	0,278	-0,123	0,556	0,502	0,176	0,548	0,756	-0,918	0,062	0,253	0,208	0,065	0,252	-0,358	-0,094	0,209	1,178	0,392	0,102	-0,162	-0,040	-0,569	-0,140
9321	6,201	0,000	0,219	0,617	0,597	0,648	0,542	0,353	0,639	-0,393	0,313	0,563	0,146	0,017	-0,083	0,216	0,241	-0,648	0,262	0,427	0,470	0,336	0,476	0,474	0,386	-0,525	0,116	0,504	0,338	0,324	0,619	-0,019	0,299
4511	0,384	0,000	-0,009	0,074	-0,004	-0,006	0,198	0,063	0,229	-0,244	-0,099	-0,126	-0,118	-0,119	-0,122	0,125	0,162	-0,037	0,139	0,209	0,079	0,071	0,300	0,313	0,366	0,100	0,083	0,071	0,025	-0,023	0,285	-0,332	0,100
4533	0,24	0,000	0,066	0,097	-0,016	0,402	0,228	0,054	0,318	-0,038	-0,119	0,188	0,100	-0,009	0,368	0,637	0,548	0,504	0,651	0,793	0,446	0,338	0,510	0,357	0,300	0,191	0,274	0,183	0,000	0,183	0,472	0,468	0,331
6521	4,417	0,000	0,152	0,844	0,484	0,133	0,308	0,546	0,791	-0,439	0,478	0,569	0,335	0,411	0,000	0,673	0,578	-0,563	0,322	0,423	0,238	0,037	0,279	0,617	0,662	-0,318	0,141	0,580	0,423	0,331	0,331	0,032	0,265
1304	30,27	0,000	0,048	0,683	0,440	0,138	0,206	0,238	0,315	-1,320	0,292	0,535	0,072	0,311	0,114	0,470	0,425	-0,585	-0,003	0,068	-0,038	-0,134	0,138	0,313	-0,051	-0,576	0,017	0,411	0,014	0,203	0,083	0,203	-0,353
6122	27,53	0,000	0,228	0,783	0,472	0,160	0,388	0,450	0,565	-0,762	0,517	0,747	0,396	0,506	0,130	0,660	0,510	-0,259	0,199	0,252	-0,059	-0,072	0,173	0,353	0,295	-0,363	0,176	0,519	0,308	0,329	0,377	0,388	-0,050
6892	4,832	0,000	0,183	0,857	0,739	0,218	0,496	0,694	0,847	-0,259	0,527	1,044	0,519	0,234	-0,194	0,657	0,657	-0,169	0,349	0,342	0,260	-0,306	0,022	0,673	0,766	-0,175	0,074	0,591	0,300	0,390	0,452	0,198	0,506
7258	8,943	0,000	-0,038	0,531	0,357	0,085	0,385	0,311	0,519	-0,588	0,241	0,646	0,405	0,131	-0,122	0,370	0,517	-0,017	-0,011	0,370	0,383	-0,287	0,039	0,550	0,737	0,014	-0,135	0,392	0,000	0,221	0,448	0,038	0,423
8879	0,264	0,000	-0,153	0,407	0,154	0,377	0,639	0,206	0,793	0,149	0,425	1,029	0,626	0,630	0,059	0,152	0,176	0,022	0,626	0,442	0,180	0,360	0,771	0,377	0,878	-0,058	0,076	-0,007	0,157	0,425	0,342	-0,010	0,320
3478	0,304	0,000	0,054	0,154	0,226	0,346	0,462	0,214	0,338	-0,027	0,060	0,286	0,228	0,057	0,082	0,123	0,224	-0,089	0,074	0,657	0,231	0,063	0,265	0,163	0,183	-0,026	-0,009	0,116	0,099	0,066	0,373	0,072	0,191
8823	0,161	0,000	-0,076	-0,088	0,062	-0,094	-0,119	-0,098	0,044	0,047	-0,138	0,269	0,138	-0,139	-0,009	-0,122	0,045	-0,139	-0,163	0,047	-0,038	-0,166	-0,045	-0,007	-0,114	-0,127	-0,075	-0,085	-0,001	-0,249	0,025	-0,118	-0,185
3349	10,97	0,000	0,106	0,701	0,720	0,106	0,586	0,571	0,844	0,180	0,260	0,894	0,519	0,464	0,226	0,715	0,578	0,085	0,238	0,476	0,133	-0,024	0,039	0,639	0,621	-0,010	0,029	0,293	-0,019	0,386	0,651	0,306	0,919
2256	63,38	0,000	-0,054	0,224	0,415	-0,001	0,260	0,201	0,383	-0,166	0,144	0,595	0,180	0,423	0,264	0,377	0,004	-0,059	-0,069	0,191	-0,030	-0,079	-0,367	0,106	-0,307	-0,390	-0,122	0,020	-0,281	0,203	0,299	-0,122	0,142
1631	39,9	0,000	-0,092	0,020	0,386	0,069	0,335	0,142	0,186	-0,099	0,267	0,798	0,228	0,368	0,206	0,404	0,026	-0,302	-0,057	0,051	-0,420	0,069	-0,406	0,125	-0,310	-0,410	-0,111	-0,024	-0,031	0,175	0,206	-0,204	-0,029
3512	24,21	0,000	0,119	0,102	0,626	0,327	0,411	0,379	0,517	0,072	0,165	0,900	0,313	0,476	0,026	0,413	0,144	-0,052	-0,040	0,245	0,004	0,092	-0,491	0,326	0,335	-0,233	0,114	0,351	0,100	0,253	0,381	-0,006	-0,009
0682	10,33	0,000	0,468	0,839	0,930	0,655	0,664	0,756	1,012	0,392	0,366	1,080	0,537	0,599	0,431	0,813	0,429	0,127	0,231	0,582	0,302	0,504	-0,335	0,826	1,068	0,188	0,444	0,766	0,462	0,556	0,849	0,089	0,697
7251	3,381	0,000	0,476	0,946	1,181	0,857	0,735	0,873	1,136	0,576	0,595	1,204	0,826	0,673	0,231	0,980	0,264	0,076	0,353	0,606	0,419	0,431	-0,308	0,690	1,181	0,133	0,550	0,683	0,559	0,554	0,834	-0,030	0,946
4919	6,357	0,000	0,383	0,781	0,718	-0,263	0,326	-0,148	-0,301	-0,406	0,375	0,329	-0,679	-0,838	-0,891	-0,344	-0,787	-1,021	-0,842	-0,252	-0,500	-0,805	-0,769	-0,607	0,229	-0,407	-0,218	-0,867	-0,295	-0,803	-0,180	-0,596	-0,236
1449	3,357	0,000	0,109	0,604	0,786	0,315	0,322	0,405	0,646	0,285	0,398	0,819	0,313	0,100	-0,236	0,415	0,094	-0,239	-0,135	0,065	0,022	-0,064	-0,547	0,405	0,788	-0,054	0,100	0,072	-0,095	-0,088	0,274	-0,174	0,381
5109	13,55	0,000	0,357	0,243	0,175	0,769	0,550	0,660	1,221	1,086	0,604	0,537	0,971	0,860	0,980	1,322	1,486	0,047	0,535	0,655	0,206	0,271	-0,382	0,375	0,458	1,026	1,415	0,655	0,128	0,141	0,540	0,417	0,927
2326	0,169	0,000	-0,072	0,034	0,233	0,097	0,077	-0,064	0,012	0,171	0,079	0,171	0,219	0,094	0,147	0,083	0,155	-0,073	-0,075	0,134	0,103	-0,085	0,109	0,109	-0,006	-0,055	0,146	-0,099	0,028	-0,116	0,203	0,168	-0,072
7561	3,847	0,000	0,517	1,111	1,158	1,044	0,963	0,955	1,329	0,725	0,791	1,662	1,191	0,759	0,400	1,208	0,751	0,141	0,615	0,756	0,813	0,683	0,257	1,191	1,020	0,088	0,648	0,957	0,667	0,749	0,806	0,421	1,201
0346	0,205	0,000	0,295	0,379	0,563	0,370	0,317	0,260	0,250	0,326	0,333	0,454	0,297	0,283	0,402	0,300	0,377	0,219	0,304	0,642	0,462	0,146	0,260	0,373	0,381	0,300	0,133	0,306	0,295	0,082	0,358	0,094	0,223
8476	1,01	0,000	0,158	-0,081	-0,207	0,320	0,208	-0,030	1,158	0,508	0,180	-0,024	0,373	-0,079	0,276	0,484	0,824	-0,190	0,007	-0,064	-0,282	-0,492	-0,322	-0,181	-0,324	0,576	0,876	-0,055	-0,713	-0,387	0,044	-0,433	0,059
6101	0,153	0,000	0,020	0,108	0,216	0,037	0,007	0,026	0,072	0,111	0,007	0,336	0,149	0,042	0,194	0,157	0,077	-0,026	0,130	0,201	0,198	-0,112	-0,043	-0,013	0,038	-0,014	0,044	0,133	-0,010	0,001	0,053	0,028	0,071
3867	0,162	0,000	0,191	0,353	0,427	0,525	0,077	0,193	0,276	0,142	0,116	0,444	0,119	0,102	0,701	0,146	0,127	0,168	0,327	0,474	0,300	0,071	0,258	0,103	0,105	0,054	0,260	0,313	0,198	0,088	0,281	0,146	0,236
2027	0,183	0,000	0,162	0,211	0,718	0,258	0,264	0,170	0,306	0,122	0,062	0,470	0,223	0,176	0,274	0,223	0,130	0,026	0,178	0,338	0,379	0,065	0,136	0,353	0,351	0,089	0,032	0,211	0,044	0,047	0,388	0,167	0,136
5944	0,178	0,000	0,193	0,133	0,496	0,241	0,180	0,160	0,340	0,253	0,102	0,402	0,141	0,144	0,425	0,100	0,155	-0,088	0,125	0,250	0,050	-0,070	-0,017	0,165	0,472	-0,122	0,146	0,213	0,097	-0,006	0,462	0,013	0,122
