GeneID,"absolute expression, parental strain t=0 (arbitrary units)",wt t=0,wt t=10,wt t=20,wt t=30,wt t=45,wt t=60,wt t=90,wt t=120,tfA-del t=0,tfA-del t=10,tfA-del t=20,tfA-del t=30,tfA-del t=45,tfA-del t=60,tfA-del t=90,tfA-del t=120,tfB-del t=0,tfB-del t=10,tfB-del t=20,tfB-del t=30,tfB-del t=45,tfB-del t=60,tfB-del t=90,tfB-del t=120,tfC-del t=0,tfC-del t=10,tfC-del t=20,tfC-del t=30,tfC-del t=45,tfC-del t=60,tfC-del t=90,tfC-del t=120
9104,0.198,0.0,0.01,-0.023,-0.152,0.088,0.047,-0.111,0.032,-0.273,0.014,0.082,0.260,0.158,-0.013,0.111,-0.027,-0.11,0.146,-0.076,0.1,-0.029,-0.132,-0.111,-0.306,-0.228,-0.119,0.01,-0.123,-0.209,-0.01,0.072,0.044
2640,0.153,0.0,0.288,0.111,0.044,0.134,0.267,0.265,0.366,0.194,0.117,0.176,0.299,0.537,0.533,0.214,0.109,0.05,0.142,0.154,0.218,0.083,0.208,0.038,-0.08,0.128,0.133,0.366,0.057,-0.033,-0.013,0.358,0.022
6487,0.186,0.0,0.211,-0.034,-0.157,0.125,0.066,0.012,-0.064,-0.102,0.034,0.106,0.302,0.278,0.130,-0.058,0.014,-0.21,-0.033,0.112,-0.023,-0.225,-0.027,-0.033,-0.076,-0.036,-0.041,-0.034,-0.179,-0.098,-0.13,0.127,-0.033
7294,0.214,0.0,0.147,0.045,-0.224,0.218,0.017,-0.108,0.054,-0.127,-0.228,0.012,0.088,-0.043,0.163,-0.026,-0.069,-0.089,0.154,0.004,0.059,-0.107,-0.099,0.112,-0.203,-0.112,-0.077,0.044,-0.265,-0.111,0.065,0.342,-0.087
8463,0.458,0.0,0.454,-0.043,-0.499,0.152,-0.036,0.133,0.094,-0.033,0.295,-0.479,-0.373,0.017,0.184,-0.367,-0.163,0.231,0.162,-0.111,-0.08,-0.626,-0.384,-0.292,-0.881,0.281,0.114,0.048,-0.531,-0.344,0.001,0.074,-0.07
9171,0.22,0.0,0.171,-0.019,-0.143,0.286,0.095,0.085,0.181,0.083,-0.040,0.016,0.037,0.245,0.358,0.226,0.168,0.155,0.013,0.183,0.175,-0.036,0.122,0.18,-0.119,0.331,0.0,0.368,-0.392,0.349,0.188,0.037,0.088
7948,0.195,0.0,-0.073,-0.009,-0.257,0.094,-0.031,0.128,-0.094,0.173,-0.162,-0.064,0.095,0.119,0.554,0.173,0.146,0.089,0.189,0.031,-0.016,-0.277,0.157,0.304,-0.288,0.16,-0.009,0.241,-0.233,0.091,-0.054,0.283,-0.054
6286,0.22,0.0,0.125,-0.098,-0.154,0.297,0.116,0.231,0.3,0.082,-0.044,0.048,-0.023,0.014,0.669,0.155,0.099,0.181,-0.01,0.155,0.29,-0.006,0.114,0.111,-0.147,0.218,0.022,0.269,-0.051,0.276,0.431,0.085,0.071
5230,0.398,0.0,-0.038,0.013,-0.315,0.228,0.066,0.099,0.147,-0.013,-0.003,-0.264,0.114,0.000,0.326,-0.016,0.146,0.059,0.08,0.175,0.094,-0.048,0.203,0.271,-0.209,0.265,0.037,0.184,-0.273,0.419,0.006,0.226,0.201
4891,0.156,0.0,0.128,0.037,-0.061,0.139,0.133,0.223,0.252,0.085,0.131,-0.066,0.186,0.085,0.407,0.402,0.241,0.1,0.117,0.168,0.271,0.068,-0.011,0.114,0.009,0.228,0.297,0.077,-0.038,-0.094,0.157,0.183,0.306
8966,0.272,0.0,0.173,0.257,-0.057,0.276,0.302,0.317,0.233,0.178,0.063,-0.024,0.351,0.500,0.482,0.108,0.419,0.527,0.076,0.089,0.304,0.099,0.29,0.362,0.013,0.355,0.168,0.186,-0.153,0.417,0.022,0.317,0.385
2812,0.728,0.0,0.281,0.016,-0.531,0.234,0.06,-0.055,0.175,0.201,-0.047,-0.259,0.373,0.480,0.751,0.295,0.637,0.366,-0.365,0.012,0.189,0.05,0.297,0.014,-0.501,0.434,0.152,0.17,-0.169,0.229,-0.094,0.36,0.529
980,0.204,0.0,0.245,0.186,-0.124,0.525,0.175,0.37,0.431,-0.047,0.304,0.253,0.183,0.198,0.515,0.106,0.336,0.168,0.347,0.257,0.229,0.281,0.15,0.198,-0.222,0.199,0.094,0.252,-0.068,0.142,0.253,0.003,0.032
6303,0.185,0.0,-0.118,-0.011,-0.106,0.109,0.028,-0.072,0.025,-0.033,-0.011,-0.154,-0.118,0.057,0.117,-0.103,0.077,0.116,-0.036,0.062,-0.165,0.025,-0.054,-0.135,-0.152,-0.065,-0.058,0.203,-0.166,-0.054,0.146,-0.172,-0.044
6091,0.268,0.0,-0.047,-0.169,-0.287,0.001,-0.217,-0.18,-0.033,-0.132,-0.228,-0.210,-0.084,-0.013,0.009,-0.088,-0.126,-0.268,-0.076,-0.084,0.079,-0.233,-0.207,-0.038,-0.422,-0.249,-0.064,-0.034,-0.36,-0.165,-0.055,-0.088,-0.217
1218,0.29,0.0,0.102,0.146,-0.037,0.377,0.086,-0.054,0.057,-0.011,0.136,0.065,0.322,0.500,0.739,0.398,0.685,0.083,0.276,0.404,0.288,0.045,0.035,-0.013,-0.234,0.016,0.229,-0.01,-0.157,0.116,0.29,0.226,-0.037
7961,0.312,0.0,0.069,-0.111,0.019,0.16,-0.1,-0.16,-0.139,0.102,0.231,0.144,0.353,0.409,0.548,0.213,0.404,-0.251,-0.111,0.103,0.092,-0.044,-0.013,-0.138,-0.281,0.16,-0.023,-0.088,-0.141,0.051,0.18,0.15,-0.075
2677,0.303,0.0,0.228,0.122,0.025,0.234,0.286,0.086,0.068,0.173,0.068,0.525,0.131,0.715,0.582,0.383,0.381,0.062,0.32,0.377,0.333,0.196,0.311,0.198,-0.399,0.138,0.49,0.358,0.05,0.355,0.155,0.306,-0.123
309,3.583,0.0,0.147,0.228,0.085,0.533,0.246,-0.048,0.155,0.170,0.368,0.364,0.276,0.829,0.908,0.586,0.723,0.299,0.134,0.196,0.196,0.114,0.18,0.128,-0.611,0.315,0.456,0.484,0.167,0.243,0.109,0.432,0.142
6113,0.256,0.0,0.044,0.012,-0.219,-0.061,0.155,0.031,-0.239,-0.166,-0.204,-0.178,-0.128,0.309,0.357,0.431,0.125,-0.023,0.119,0.053,0.112,-0.135,0.089,0.023,-0.219,0.105,-0.134,-0.131,-0.166,0.079,0.198,0.077,-0.323
9089,0.339,0.0,0.041,0.001,-0.277,0.039,0.122,0.281,-0.013,-0.353,-0.370,-0.013,0.009,-0.075,0.264,-0.055,0.042,-0.045,0.028,-0.031,0.032,-0.102,0.004,-0.53,-0.367,-0.203,-0.116,-0.087,-0.312,-0.052,0.134,-0.126,-0.135
3483,0.201,0.0,0.13,0.041,-0.271,0.045,0.201,0.158,0.149,-0.081,-0.092,-0.299,0.186,0.111,0.248,0.068,0.157,-0.202,-0.04,0.065,0.191,-0.05,0.111,-0.197,-0.187,0.154,-0.087,0.18,-0.158,-0.205,0.238,0.099,-0.085
2510,0.166,0.0,0.191,0.056,-0.139,0.094,-0.094,-0.007,0.226,-0.033,0.142,0.173,0.358,0.125,0.141,0.112,0.131,-0.026,-0.072,0.236,-0.077,-0.004,-0.162,-0.062,-0.187,0.17,0.082,0.141,-0.016,0.048,0.086,0.071,-0.045
1074,0.159,0.0,0.189,0.068,-0.095,0.279,0.24,0.128,0.26,-0.003,0.068,0.155,0.112,-0.001,0.048,0.329,0.226,-0.072,0.023,0.089,0.198,0.026,0.231,-0.058,-0.127,0.095,0.125,0.288,-0.003,0.017,0.218,0.243,0.048
8694,0.218,0.0,0.313,0.048,-0.001,-0.019,0.292,0.194,-0.037,-0.040,-0.124,-0.208,0.035,0.340,0.196,-0.019,0.292,-0.16,0.054,0.331,0.039,-0.041,0.335,-0.259,-0.29,-0.04,0.092,0.165,0.014,0.074,0.236,0.199,-0.003
820,0.169,0.0,0.292,0.234,0.083,0.349,0.444,0.642,0.338,0.175,0.189,0.338,0.304,0.371,0.419,0.324,0.320,0.051,0.204,0.199,0.347,0.208,0.122,0.054,0.003,0.454,0.29,0.34,0.068,0.297,0.521,0.371,0.071
4427,0.204,0.0,0.13,-0.057,-0.18,0.106,0.072,-0.061,-0.288,0.028,-0.230,-0.120,-0.034,-0.091,0.017,0.193,-0.004,-0.104,-0.222,0.044,-0.112,-0.007,-0.107,-0.118,-0.249,0.133,0.122,-0.048,-0.134,-0.019,0.003,0.085,-0.281
8070,0.363,0.0,0.346,0.009,-0.143,0.297,0.181,0.069,-0.073,0.353,0.097,0.318,0.119,0.586,0.608,0.240,0.306,0.617,-0.152,-0.12,0.108,0.175,0.331,0.116,-0.519,0.306,0.203,0.355,-0.148,0.189,-0.077,0.295,0.007
3744,1.372,0.0,0.685,0.209,-0.406,0.602,0.063,0.054,0.165,0.571,0.351,0.565,0.494,0.806,0.506,0.069,0.134,1.099,-0.087,-0.085,0.031,0.144,0.701,-0.075,-1.216,0.504,0.377,0.292,-0.401,0.196,-0.249,0.272,-0.087
8459,0.338,0.0,0.023,-0.292,-0.629,-0.098,-0.089,-0.029,-0.153,-0.184,-0.424,-0.184,-0.320,-0.317,-0.306,-0.106,-0.165,-0.394,-0.58,-0.087,-0.065,-0.411,-0.614,-0.542,-0.528,0.769,0.253,0.423,0.168,0.58,0.527,0.761,0.544
5351,0.208,0.0,0.136,-0.207,-0.245,0.157,0.13,0.123,-0.149,-0.065,-0.279,-0.198,-0.095,-0.061,-0.088,0.226,0.059,-0.026,-0.119,-0.038,0.031,-0.223,-0.062,0.017,-0.195,0.06,0.032,-0.106,-0.376,-0.031,0.116,-0.083,-0.329
2486,0.149,0.0,0.133,0.127,-0.076,0.189,0.17,0.338,0.234,-0.194,0.109,0.170,0.500,-0.031,0.181,0.168,0.250,0.044,0.082,0.243,0.29,0.003,-0.009,0.071,-0.013,0.243,0.228,0.302,-0.103,-0.115,0.349,0.299,0.168
6986,0.197,0.0,0.407,0.109,-0.059,0.133,0.335,0.136,-0.088,0.044,0.175,-0.157,0.421,0.088,0.128,-0.031,0.388,0.065,-0.123,0.415,0.125,0.102,-0.009,0.138,-0.135,0.245,0.077,0.097,-0.138,0.213,0.123,-0.041,-0.094
2946,0.169,0.0,0.045,0.08,-0.054,0.288,0.147,0.092,0.157,-0.080,0.022,0.272,0.462,0.012,0.324,0.133,0.198,-0.016,-0.034,0.105,0.102,-0.083,-0.03,0.006,-0.084,0.127,0.06,0.017,-0.209,0.041,0.08,-0.02,-0.065
5212,0.168,0.0,0.138,0.085,0.048,0.262,0.243,0.103,0.218,-0.058,-0.041,-0.020,0.265,0.003,0.308,0.407,0.069,0.18,0.091,0.221,0.138,-0.076,0.001,0.013,-0.172,-0.009,0.184,0.16,0.189,0.133,0.141,0.035,-0.001
2944,0.276,0.0,0.116,0.054,-0.286,0.241,0.134,0.13,0.009,-0.051,0.063,-0.208,0.106,0.006,0.108,-0.153,0.295,-0.029,-0.013,0.031,-0.037,-0.158,0.068,-0.209,-0.286,-0.038,0.014,0.022,0.02,-0.149,0.208,0.044,-0.03
2945,0.284,0.0,0.347,0.413,0.216,0.86,0.637,0.452,0.336,0.264,0.218,0.236,0.628,0.844,0.857,0.694,0.671,0.49,0.209,0.608,0.578,0.201,0.405,0.171,-0.066,0.095,0.342,0.589,0.133,0.243,0.309,0.154,0.258
8465,0.878,0.0,0.175,-0.12,-0.339,0.366,0.567,-0.043,0.252,0.233,-0.194,-0.104,-0.198,0.484,0.919,0.527,0.513,0.351,-0.045,0.199,0.1,-0.031,0.375,0.484,-0.208,-0.021,-0.16,-0.149,-0.217,0.252,0.209,0.462,-0.084
1026,3.009,0.0,0.165,-0.264,-0.253,0.178,0.213,-0.045,0.139,-0.100,-0.465,-0.596,-0.697,0.413,0.613,0.272,0.320,0.427,-0.153,0.013,-0.104,-0.274,0.189,0.309,-0.263,-0.255,-0.397,-0.581,-0.287,-0.189,-0.072,0.188,-0.504
6467,0.257,0.0,-0.072,0.066,0.001,0.458,0.246,0.13,-0.038,0.004,-0.131,0.245,-0.116,0.059,0.216,0.006,0.147,0.085,-0.08,0.105,0.181,0.122,0.001,-0.006,-0.423,0.111,-0.111,0.158,-0.108,-0.171,-0.024,0.053,0.184
9151,0.361,0.0,0.219,0.158,0.236,0.377,0.252,0.404,0.146,0.370,-0.175,-0.003,0.293,0.157,0.351,0.272,0.193,0.072,0.209,0.191,0.204,0.071,0.136,0.042,-0.222,0.162,-0.061,0.3,-0.054,0.094,0.02,0.125,0.003
2332,0.252,0.0,0.034,-0.108,-0.047,-0.061,-0.171,-0.163,0.281,-0.256,-0.274,-0.338,-0.160,-0.051,0.311,0.013,0.136,-0.072,-0.036,-0.249,0.119,-0.126,-0.1,-0.183,-0.308,0.059,-0.104,-0.059,0.128,-0.156,0.176,0.022,-0.073
5305,0.202,0.0,0.173,0.063,-0.081,0.621,0.108,0.338,0.405,-0.011,-0.057,-0.088,-0.014,0.317,0.390,0.062,0.204,-0.001,0.026,0.171,0.229,-0.03,-0.13,-0.075,-0.195,0.144,-0.24,0.154,-0.052,-0.07,-0.116,0.01,0.085
4576,0.257,0.0,-0.139,-0.111,0.299,0.171,0.0,0.125,0.003,-0.040,-0.210,-0.454,-0.096,-0.016,0.158,0.141,0.108,-0.128,-0.234,0.173,0.264,-0.023,0.119,-0.242,0.056,0.167,-0.134,-0.083,0.139,-0.251,0.313,-0.061,-0.152
1059,0.182,0.0,0.017,0.054,0.127,0.309,0.142,-0.048,0.228,0.020,0.097,0.224,0.238,0.079,0.053,0.188,0.105,-0.091,-0.12,0.042,0.142,0.009,0.006,-0.085,-0.083,-0.085,-0.076,0.068,-0.004,0.184,0.436,-0.02,-0.069
4114,0.252,0.0,0.624,0.038,0.482,0.383,0.238,0.347,0.517,0.094,0.456,0.494,0.288,0.565,0.637,0.203,0.484,-0.238,0.006,0.362,0.796,0.313,0.306,0.333,0.163,-0.166,-0.136,0.221,0.141,0.419,0.436,0.186,0.142
4484,0.205,0.0,0.26,0.196,0.274,0.224,0.138,0.265,0.342,-0.112,-0.131,0.054,0.183,0.260,0.405,0.285,0.072,-0.223,-0.041,0.246,0.175,0.146,-0.054,0.034,0.051,-0.043,0.026,-0.023,0.031,0.071,0.432,0.203,-0.223
1861,0.351,0.0,0.069,0.112,0.44,0.687,0.327,0.546,1.099,-0.154,-0.178,0.211,0.100,0.047,0.394,0.935,1.123,-0.273,-0.176,0.238,0.209,0.068,0.016,0.886,0.523,-0.204,-0.141,0.147,-0.081,0.178,0.452,0.69,0.593
5926,2.814,0.0,0.47,0.149,0.368,0.582,0.383,0.106,0.637,-0.024,0.074,0.038,-0.003,0.060,0.544,0.571,0.742,-0.386,-0.335,0.13,0.208,-0.175,0.253,0.478,0.02,-0.494,-0.732,-0.405,-0.044,0.12,0.136,0.252,0.059
5218,1.048,0.0,0.286,0.053,0.279,-0.017,-0.174,-0.203,0.349,0.123,-0.076,-0.091,-0.219,-0.055,0.105,0.186,0.405,-0.215,-0.324,-0.222,-0.166,-0.428,-0.401,-0.036,-0.104,0.009,-0.144,-0.416,-0.051,-0.024,-0.016,0.128,0.203
4426,0.275,0.0,-0.145,-0.199,-0.034,-0.099,-0.102,-0.019,0.031,-0.308,-0.123,0.105,-0.019,0.082,-0.075,-0.134,0.037,-0.568,-0.454,-0.205,0.108,-0.469,-0.542,-0.229,-0.247,-0.162,-0.122,0.29,0.037,0.253,-0.11,-0.136,-0.231
2915,0.579,0.0,0.531,0.544,0.214,0.193,0.468,-0.076,-0.036,-0.383,-0.174,0.442,0.593,0.438,0.186,0.351,0.208,-0.647,-0.169,0.206,-0.05,-0.285,0.025,0.476,-0.738,-0.05,0.097,-0.062,0.394,0.173,-0.014,0.324,-0.642
3334,0.233,0.0,0.349,0.146,-0.061,0.128,0.131,0.15,0.127,-0.261,-0.118,-0.118,0.252,-0.062,0.189,-0.040,0.320,-0.128,-0.068,-0.036,-0.013,-0.088,0.053,-0.07,-0.372,-0.069,0.219,0.252,-0.083,0.109,-0.163,0.003,-0.192
7134,0.901,0.0,1.099,0.811,0.351,0.504,0.08,-0.456,-0.591,-0.880,0.290,0.946,-0.180,-0.478,-0.349,-0.443,-0.210,-0.447,0.386,0.452,0.3,-0.329,-0.231,-0.233,-0.677,-0.792,0.097,-1.234,-0.729,-0.945,-0.693,-0.581,-0.709
5426,0.27,0.0,0.318,-0.128,0.017,0.183,0.168,-0.075,0.006,-0.017,-0.020,0.394,0.336,0.281,0.165,0.224,0.116,-0.136,0.292,0.155,0.188,-0.091,-0.174,-0.128,-0.482,0.114,0.196,0.3,0.117,-0.036,-0.013,-0.036,-0.092
7018,0.277,0.0,0.095,-0.309,-0.285,-0.057,-0.183,-0.368,-0.108,-0.244,-0.398,-0.166,0.293,0.206,0.427,0.155,0.224,-0.443,-0.048,-0.098,0.066,-0.393,-0.347,-0.251,-0.897,-0.215,-0.277,0.042,-0.147,-0.188,-0.115,-0.054,-0.271
3214,0.199,0.0,0.253,0.026,0.019,0.029,0.286,0.233,0.183,-0.029,-0.009,0.165,0.000,0.038,0.160,-0.110,0.234,-0.11,0.076,0.056,0.17,-0.128,-0.088,-0.313,-0.483,0.184,0.001,0.213,-0.047,-0.061,0.086,0.246,-0.122
3504,0.482,0.0,-0.027,-0.422,-0.424,-0.13,0.007,-0.084,-0.157,-0.207,-0.147,-0.437,-0.247,-0.309,-0.195,-0.036,0.114,-0.427,-0.475,-0.282,-0.197,-0.372,-0.403,-0.255,-0.542,-0.089,-0.175,-0.287,-0.055,-0.209,-0.181,-0.238,-0.036
3200,1.693,0.0,0.335,-0.188,-0.706,0.272,0.456,0.069,-0.034,-0.033,-0.235,-0.057,0.131,-0.016,0.494,0.221,0.293,-0.205,0.208,0.349,0.462,-0.251,-0.275,-0.183,-0.763,-0.202,0.02,-0.434,-0.484,-0.439,0.241,-0.088,-0.257
1183,0.172,0.0,0.265,0.116,0.025,0.149,0.39,0.071,0.299,0.026,0.158,0.610,0.283,0.194,0.563,0.097,0.108,0.183,0.168,0.136,0.196,0.062,0.103,0.047,-0.163,0.286,0.213,0.155,0.065,0.357,0.357,0.431,0.091
4218,1.096,0.0,0.4,0.286,-0.29,0.15,0.08,0.016,0.394,0.218,0.373,0.637,0.946,0.434,0.183,0.105,0.170,-0.038,0.108,-0.013,0.398,-0.183,-0.128,0.206,-0.007,-0.03,0.072,-0.08,0.236,0.146,0.431,0.243,-0.301
4656,0.303,0.0,-0.193,-0.181,-0.512,-0.202,-0.261,-0.309,-0.292,-0.344,-0.368,-0.030,0.260,-0.144,0.386,-0.180,-0.188,-0.062,-0.195,-0.247,-0.081,-0.295,-0.087,-0.361,-0.408,-0.274,-0.111,-0.397,-0.507,-0.108,-0.299,-0.41,-0.578
2874,0.265,0.0,0.331,0.072,-0.072,0.039,-0.001,0.157,0.034,0.065,0.206,0.142,0.032,0.381,0.386,0.139,0.366,0.006,-0.001,0.038,0.065,-0.104,-0.124,-0.123,-0.335,0.037,0.016,-0.156,-0.14,0.001,-0.064,0.219,-0.07
6864,0.211,0.0,0.324,-0.075,0.221,0.065,0.059,0.189,0.128,0.003,-0.003,0.013,-0.122,0.016,0.150,-0.169,0.103,0.071,0.092,0.031,0.138,0.026,0.02,-0.014,-0.318,0.218,-0.017,0.037,-0.112,-0.17,0.165,0.116,0.0
1708,0.221,0.0,0.007,-0.295,-0.157,-0.176,-0.088,-0.126,-0.297,0.091,0.201,-0.355,0.065,0.446,0.630,0.288,0.292,0.193,-0.064,-0.124,-0.12,-0.365,-0.218,-0.084,-0.497,0.351,-0.187,-0.252,0.012,0.515,0.045,0.322,0.178
5657,0.911,0.0,-0.138,-0.535,-0.356,-0.375,-0.681,-0.884,-0.736,-0.363,-0.375,-0.357,-0.229,0.267,0.628,0.134,0.333,-0.309,0.088,-0.2,-0.167,-0.275,-0.215,-0.224,-0.837,0.125,-0.453,-0.805,-0.297,0.45,-0.203,-0.28,-0.348
6371,1.155,0.0,0.094,-0.104,-0.19,-0.027,-0.069,-0.325,-0.261,-0.194,-0.346,-0.264,-0.016,0.269,0.488,0.167,0.279,-0.245,0.034,0.054,0.038,0.037,-0.098,-0.126,-0.123,0.045,-0.115,-0.471,-0.098,0.344,0.074,-0.135,-0.05
4883,0.429,0.0,0.029,-0.33,-0.335,-0.024,-0.227,-0.523,-0.704,-0.361,-0.165,-0.350,-0.147,0.500,0.692,0.103,0.500,-0.136,0.228,-0.195,-0.106,-0.208,-0.102,-0.05,-0.258,0.26,-0.392,-0.481,-0.436,0.4,-0.151,-0.115,-0.083
4877,1.269,0.0,-0.152,-0.61,-0.749,-0.476,-0.69,-1.041,-0.985,-0.436,-0.337,-0.435,-0.457,0.584,0.811,0.144,0.238,0.29,0.322,-0.261,-0.388,-0.501,-0.138,-0.079,-1.074,-0.402,-0.706,-1.378,-0.744,-0.044,-0.474,-0.604,-0.539
76,6.552,0.0,-0.224,-0.596,-0.702,-0.437,-0.693,-0.863,-1.106,-0.356,-0.353,-0.419,-0.534,0.394,0.544,-0.081,0.059,0.506,0.466,-0.01,-0.432,-0.393,-0.083,0.02,-1.171,-0.279,-0.349,-1.011,-0.928,-0.075,-0.664,-0.476,-0.843
3067,5.164,0.0,-0.059,-0.385,-0.738,-0.491,-0.769,-0.6,-0.802,-0.279,-0.411,-0.444,-0.401,0.405,0.219,-0.296,-0.077,0.523,0.701,0.175,-0.169,-0.271,0.15,0.041,-1.101,-0.217,-0.259,-0.746,-0.833,-0.13,-0.629,-0.485,-0.539
4759,0.214,0.0,0.362,0.214,0.045,0.37,0.032,0.003,0.208,-0.100,-0.044,0.147,0.152,0.265,0.444,0.091,0.167,-0.088,0.0,0.089,0.056,0.119,-0.193,-0.019,-0.308,0.173,0.06,0.196,-0.026,0.221,0.188,0.016,-0.123
5551,0.182,0.0,0.18,-0.115,-0.227,-0.04,0.066,-0.066,-0.138,-0.084,-0.220,-0.295,-0.021,-0.059,0.170,-0.027,0.271,-0.183,-0.165,-0.127,-0.006,-0.209,-0.235,-0.228,-0.347,0.496,-0.001,0.05,-0.088,-0.023,0.083,-0.158,-0.21
3577,0.228,0.0,0.381,0.141,-0.04,-0.175,-0.098,0.051,-0.145,-0.127,-0.041,0.034,0.196,-0.127,0.671,-0.044,0.264,0.1,-0.069,-0.083,0.269,-0.037,-0.079,-0.163,-0.458,0.128,0.176,-0.085,-0.08,0.102,0.088,-0.108,-0.167
5811,0.216,0.0,0.29,0.004,-0.023,0.056,0.276,-0.184,-0.076,0.023,0.144,0.619,0.563,0.460,0.628,0.582,0.924,0.041,-0.069,-0.145,0.216,0.088,0.152,-0.2,-0.424,0.5,0.476,-0.038,0.213,0.69,0.146,0.326,0.317
4864,0.316,0.0,0.079,-0.151,-0.289,0.06,-0.08,0.038,-0.138,-0.073,0.111,0.139,0.293,0.086,0.576,0.377,0.386,-0.102,0.171,0.167,0.111,-0.153,-0.041,-0.179,-0.627,0.034,0.542,-0.1,0.076,0.342,0.283,0.108,0.079
5526,0.661,0.0,-0.057,-0.573,-0.789,-0.204,-0.235,-0.263,-0.317,-0.055,0.226,0.900,0.480,0.578,0.699,0.297,0.386,-0.343,-0.154,-0.512,-0.294,-0.193,-0.202,-0.403,-1.077,-0.219,0.32,-0.234,-0.308,0.216,0.013,-0.061,-0.027
1825,0.975,0.0,0.117,0.165,-0.512,-0.03,-0.141,-0.072,-0.24,0.171,0.450,0.916,0.510,0.718,0.630,0.317,0.515,-0.051,0.324,-0.007,0.109,0.122,0.125,0.1,-0.438,-0.1,0.474,0.404,-0.195,0.231,0.199,0.103,-0.203
716,0.26,0.0,0.072,0.007,-0.368,0.063,0.258,0.116,0.047,-0.242,-0.091,-0.394,-0.003,0.112,0.274,0.141,0.006,-0.072,-0.045,0.152,0.105,0.041,0.103,-0.134,0.056,0.072,-0.089,0.141,-0.314,-0.212,0.276,0.019,-0.165
2357,0.287,0.0,0.368,0.059,-0.24,0.184,0.311,0.063,-0.234,0.099,0.062,0.149,0.327,0.051,-0.231,-0.166,0.288,0.186,0.193,0.245,0.508,0.13,0.152,-0.135,-0.019,0.234,0.425,0.014,-0.131,0.079,0.131,-0.089,-0.187
581,0.27,0.0,0.1,-0.03,-0.29,0.0,-0.128,-0.062,-0.009,-0.083,-0.265,0.031,0.293,0.017,0.318,-0.061,0.023,0.023,-0.17,-0.003,0.134,-0.108,0.184,-0.188,-0.409,-0.195,0.089,0.111,-0.024,0.117,0.32,-0.141,-0.045
6057,0.249,0.0,-0.034,-0.081,-0.323,-0.143,-0.081,-0.11,-0.167,-0.102,-0.307,-0.276,-0.212,-0.138,0.139,-0.139,-0.100,-0.233,-0.154,0.279,0.05,-0.249,-0.104,-0.399,-0.428,-0.102,0.016,-0.116,-0.143,-0.335,-0.031,-0.228,-0.331
3360,0.221,0.0,0.231,-0.07,-0.174,0.231,0.01,0.01,-0.016,-0.050,-0.066,0.057,0.066,0.123,0.597,0.112,0.097,0.062,0.133,-0.01,0.001,-0.138,-0.045,-0.224,-0.199,0.025,0.139,0.128,-0.103,-0.187,0.3,0.017,-0.052
1658,0.214,0.0,0.525,-0.069,-0.112,0.214,0.158,0.0,-0.076,-0.132,-0.132,0.083,0.260,0.158,0.476,0.146,0.368,0.053,0.209,-0.019,0.066,0.063,-0.019,-0.092,-0.473,0.117,0.051,-0.116,-0.131,0.059,0.091,0.454,-0.009
2140,0.343,0.0,-0.2,-0.059,-0.343,-0.033,-0.051,-0.347,-0.344,-0.323,-0.098,0.139,0.028,0.028,0.513,-0.048,-0.275,-0.341,-0.029,-0.227,-0.244,-0.132,-0.058,-0.213,-0.328,-0.249,0.069,0.097,-0.332,-0.085,-0.225,0.123,0.12
4725,0.339,0.0,0.595,0.183,-0.07,0.576,0.39,0.26,0.246,0.045,0.265,0.747,0.796,0.554,0.919,1.111,0.801,-0.079,0.12,0.034,0.047,0.053,-0.001,0.0,-0.241,0.023,0.673,0.375,0.226,0.234,0.834,0.847,0.619
1822,0.873,0.0,0.274,-0.106,-0.846,-0.346,0.165,-0.377,-0.145,-0.630,-0.172,0.322,-0.172,-0.214,-0.222,-0.040,-0.256,-0.075,-0.18,-0.123,-0.385,-0.847,-0.443,-0.197,-0.541,-0.318,-0.487,-1.105,-0.881,-0.725,-0.172,-0.476,-0.476
8895,0.674,0.0,0.219,-0.003,-0.229,0.199,0.248,-0.03,-0.112,-0.118,-0.096,0.130,0.208,0.016,-0.065,0.223,0.051,-0.296,-0.222,-0.213,-0.011,-0.024,0.065,-0.263,-0.184,-0.167,0.056,0.054,-0.345,-0.175,0.216,-0.062,0.238
151,0.178,0.0,0.103,0.322,0.007,0.213,0.272,0.183,-0.052,-0.070,-0.052,-0.041,0.267,0.056,0.016,0.063,0.154,0.109,-0.016,-0.029,0.265,-0.052,-0.088,-0.052,-0.153,-0.024,-0.023,0.136,-0.064,-0.014,0.293,-0.199,-0.029
5431,0.179,0.0,0.216,0.108,-0.034,0.072,0.117,0.175,0.037,-0.059,0.069,0.144,0.250,-0.006,0.204,0.088,0.194,-0.12,-0.135,-0.055,0.265,-0.104,-0.089,-0.05,-0.102,0.038,-0.102,0.068,-0.009,-0.207,-0.003,-0.013,-0.052
922,0.174,0.0,0.229,0.171,-0.047,0.029,0.241,0.066,0.117,0.077,0.216,0.267,0.488,0.133,0.170,0.214,0.231,0.209,0.077,-0.014,0.257,-0.115,0.133,0.032,-0.169,-0.036,0.006,0.066,-0.065,0.044,0.095,-0.114,-0.007
8601,0.272,0.0,0.318,0.18,-0.116,0.386,0.186,0.092,0.123,0.150,0.123,0.196,0.653,0.288,0.123,0.095,0.419,0.231,0.077,0.086,0.051,-0.021,0.054,-0.014,-0.307,0.248,0.295,0.057,-0.171,-0.102,0.014,-0.287,0.035
